Period,Ax,Bx,Gap,Au,Lam,Actual,Predicted
950.0,175.0,255.0,120.0,150.0,0.634,1.52e-10,1.5464072620977392e-10
950.0,135.0,215.0,170.0,130.0,0.632,2.36e-10,2.6139247945739195e-10
950.0,195.0,235.0,370.0,90.0,0.64,-9.240000000000001e-11,-8.051102791240384e-11
950.0,195.0,215.0,20.0,70.0,0.642,1.7800000000000005e-12,1.68113128144841e-11
950.0,155.0,275.0,420.0,110.0,0.636,-1.31e-10,-1.3043384527183026e-10
950.0,195.0,295.0,170.0,50.0,0.634,9.54e-11,9.658491751166123e-11
950.0,135.0,295.0,70.0,50.0,0.642,-4.11e-10,-3.7953685286362545e-10
950.0,175.0,255.0,20.0,110.0,0.634,-2.2599999999999998e-11,-3.2220141135111904e-11
950.0,195.0,315.0,120.0,90.0,0.64,1.95e-10,2.2239177924193412e-10
950.0,115.0,335.0,20.0,150.0,0.632,1.34e-11,1.0627178195768914e-10
950.0,195.0,275.0,420.0,110.0,0.642,-4.6700000000000004e-11,-9.52509378838063e-12
950.0,135.0,255.0,70.0,130.0,0.636,3.8199999999999995e-11,6.533558145840241e-12
950.0,155.0,235.0,370.0,130.0,0.64,-4.01e-10,-4.1153584571742864e-10
950.0,155.0,215.0,20.0,130.0,0.638,1.01e-12,-1.6469541166920412e-12
950.0,135.0,295.0,170.0,110.0,0.632,6.77e-10,6.883676573261963e-10
950.0,175.0,315.0,120.0,70.0,0.642,1.95e-10,1.3244673614639618e-10
950.0,115.0,315.0,220.0,130.0,0.638,7.51e-10,7.293526844990425e-10
950.0,135.0,215.0,270.0,90.0,0.638,1.46e-10,1.3779346400374163e-10
950.0,135.0,275.0,170.0,130.0,0.634,5.9e-10,6.145892111465042e-10
950.0,175.0,235.0,120.0,150.0,0.642,1.24e-10,1.5189429555988245e-10
950.0,195.0,255.0,220.0,110.0,0.632,1.78e-10,1.47181588109984e-10
950.0,175.0,215.0,20.0,50.0,0.638,-4.99e-11,-6.189337757747248e-11
950.0,175.0,315.0,420.0,70.0,0.636,1.02e-10,4.719165255794288e-11
950.0,155.0,215.0,170.0,50.0,0.632,-2.43e-10,-2.1966591145018728e-10
950.0,135.0,235.0,420.0,150.0,0.634,-3.11e-10,-3.42443421748073e-10
950.0,135.0,215.0,420.0,70.0,0.634,-4.19e-11,-3.106875957614838e-13
950.0,115.0,315.0,370.0,90.0,0.632,-7.01e-10,-7.464727290407257e-10
950.0,115.0,335.0,70.0,50.0,0.638,-5.3899999999999996e-11,-5.810246631894124e-12
950.0,155.0,255.0,220.0,50.0,0.642,9.72e-11,1.6861988795669303e-10
950.0,175.0,215.0,320.0,130.0,0.636,-1.4900000000000003e-10,-1.2552303756213063e-10
950.0,135.0,255.0,170.0,70.0,0.632,1.63e-10,1.3440238033384017e-10
950.0,155.0,315.0,420.0,110.0,0.638,-7.25e-11,-8.087595702895857e-11
950.0,115.0,335.0,370.0,70.0,0.64,-4.99e-10,-5.084172423927827e-10
950.0,135.0,295.0,320.0,70.0,0.632,-4.24e-10,-4.038547639053543e-10
950.0,155.0,315.0,20.0,110.0,0.632,-1.3900000000000002e-11,2.0679910352284765e-11
950.0,175.0,255.0,20.0,110.0,0.64,3.779999999999999e-12,2.8873427645945703e-11
950.0,115.0,335.0,270.0,50.0,0.638,-7.68e-11,-8.048170572043374e-11
950.0,155.0,255.0,220.0,70.0,0.64,1.62e-10,1.544607467938595e-10
950.0,155.0,275.0,220.0,90.0,0.632,3.4900000000000004e-10,3.195354575162437e-10
950.0,195.0,315.0,20.0,130.0,0.632,2.54e-12,3.1371122492349163e-11
950.0,135.0,315.0,170.0,90.0,0.634,7.18e-10,7.440561164535315e-10
950.0,195.0,295.0,420.0,90.0,0.634,3.9e-11,2.1987894242347207e-11
950.0,175.0,255.0,370.0,150.0,0.642,-2.94e-10,-3.25503420312241e-10
950.0,195.0,255.0,420.0,70.0,0.64,1.5900000000000005e-11,-3.967027498203714e-12
950.0,135.0,315.0,320.0,110.0,0.632,-8.01e-10,-7.892826202861755e-10
950.0,175.0,235.0,270.0,130.0,0.632,1.3099999999999999e-12,-1.6195652352800967e-12
950.0,195.0,235.0,320.0,90.0,0.634,-1.03e-10,-8.308575450510772e-11
950.0,175.0,335.0,20.0,70.0,0.638,-6.03e-11,-6.22702443481093e-11
950.0,195.0,275.0,120.0,130.0,0.636,1.75e-10,2.0635013483976953e-10
950.0,155.0,275.0,320.0,50.0,0.64,5.59e-11,7.261004084913428e-11
950.0,135.0,295.0,20.0,90.0,0.634,-3.68e-11,-1.3342824451115587e-11
950.0,175.0,255.0,370.0,150.0,0.634,-2.72e-10,-3.0528004038918633e-10
950.0,135.0,255.0,420.0,50.0,0.64,6.39e-11,4.492545226158939e-11
950.0,135.0,315.0,320.0,150.0,0.642,-7.600000000000001e-10,-7.71657781173583e-10
950.0,155.0,275.0,120.0,50.0,0.632,-2.19e-10,-1.952795514619131e-10
950.0,135.0,295.0,70.0,90.0,0.632,2.24e-11,1.1252825138806216e-11
950.0,155.0,255.0,370.0,50.0,0.642,-2.1000000000000002e-10,-1.663944344858973e-10
950.0,175.0,215.0,370.0,70.0,0.632,3.24e-11,4.5581711369941664e-11
950.0,175.0,315.0,270.0,130.0,0.636,-4.7e-10,-4.4147824512476655e-10
950.0,195.0,335.0,370.0,110.0,0.642,-5.42e-11,-1.1592240473319507e-11
950.0,135.0,335.0,220.0,50.0,0.636,7.66e-11,7.044151247533996e-11
950.0,175.0,275.0,120.0,110.0,0.642,2.61e-10,2.6617823748675773e-10
950.0,135.0,335.0,70.0,70.0,0.634,3.93e-11,2.6600357757673992e-11
950.0,135.0,315.0,170.0,70.0,0.636,4.87e-10,4.954180641032799e-10
950.0,195.0,335.0,220.0,70.0,0.642,-1.31e-10,-3.046563058200234e-11
950.0,115.0,335.0,320.0,50.0,0.634,-2.95e-10,-3.294871960841523e-10
950.0,175.0,215.0,120.0,70.0,0.64,2.3100000000000003e-11,-2.0441141264947413e-11
950.0,135.0,295.0,20.0,110.0,0.636,-2.74e-12,1.0263710843351278e-11
950.0,135.0,215.0,270.0,70.0,0.64,8.55e-11,7.469295576788051e-11
950.0,135.0,295.0,270.0,50.0,0.634,-1.94e-11,-2.517529609641441e-11
950.0,195.0,215.0,120.0,130.0,0.634,2.7199999999999994e-11,5.4441406701181746e-11
950.0,135.0,275.0,320.0,50.0,0.638,1.62e-11,3.993377417721066e-11
950.0,135.0,335.0,120.0,110.0,0.632,4.5e-10,4.568532132537276e-10
950.0,135.0,295.0,220.0,130.0,0.638,6.27e-10,6.055466506194559e-10
950.0,155.0,335.0,320.0,90.0,0.634,-4.84e-10,-5.056447250879274e-10
950.0,135.0,255.0,170.0,130.0,0.636,4.92e-10,5.212940849914323e-10
950.0,195.0,295.0,270.0,130.0,0.64,-3.36e-10,-3.0888837506774667e-10
950.0,135.0,235.0,20.0,50.0,0.638,-7.58e-11,-9.27843425230424e-11
950.0,155.0,215.0,320.0,150.0,0.638,-1.89e-10,-1.7106709860449977e-10
950.0,175.0,235.0,70.0,150.0,0.642,3.24e-11,3.2765758978372014e-11
950.0,155.0,335.0,420.0,110.0,0.64,-5.37e-11,-8.276892908871149e-11
950.0,155.0,335.0,220.0,90.0,0.638,1.5100000000000002e-10,1.2148630813711033e-10
950.0,135.0,255.0,170.0,130.0,0.64,5.05e-10,5.364278389586841e-10
950.0,195.0,215.0,270.0,70.0,0.636,3.0200000000000013e-13,-3.1065086446043234e-12
950.0,155.0,335.0,70.0,110.0,0.632,1.09e-10,6.357806689251171e-11
950.0,135.0,255.0,20.0,50.0,0.636,-1.39e-10,-1.6416302477517276e-10
950.0,155.0,315.0,170.0,110.0,0.634,6.33e-10,6.622222424774273e-10
950.0,155.0,255.0,170.0,110.0,0.642,4.69e-10,4.845605960413381e-10
950.0,175.0,315.0,70.0,90.0,0.636,1.82e-11,-9.245929604402932e-12
950.0,175.0,215.0,420.0,70.0,0.636,7.97e-11,6.465359618253886e-11
950.0,155.0,335.0,170.0,130.0,0.64,6.41e-10,6.410327452678326e-10
950.0,195.0,255.0,220.0,150.0,0.636,2.0500000000000002e-10,1.755454897217393e-10
950.0,135.0,255.0,70.0,90.0,0.632,-3.32e-11,-4.459727582319215e-11
950.0,155.0,295.0,270.0,150.0,0.642,-3.11e-10,-2.7379454132562187e-10
950.0,195.0,255.0,20.0,70.0,0.634,-5.7e-11,-6.022664901892497e-11
950.0,175.0,215.0,70.0,70.0,0.634,-1.19e-10,-1.0056375424736532e-10
950.0,175.0,215.0,170.0,70.0,0.638,-3.23e-11,-3.2091754645443216e-11
950.0,175.0,315.0,70.0,90.0,0.634,8.46e-12,-2.1843374154568567e-11
950.0,155.0,255.0,270.0,90.0,0.642,4.210000000000001e-12,-5.399000715130047e-12
950.0,155.0,295.0,420.0,130.0,0.638,-1.2e-10,-9.047071949451841e-11
950.0,135.0,255.0,270.0,110.0,0.632,1.25e-10,1.0507619668110224e-10
950.0,135.0,215.0,170.0,50.0,0.634,-2.93e-10,-2.724750221694976e-10
950.0,135.0,335.0,20.0,130.0,0.638,1.8000000000000002e-11,4.759550174432109e-11
950.0,195.0,315.0,270.0,90.0,0.642,-3.8e-10,-3.581732233013196e-10
950.0,135.0,315.0,270.0,90.0,0.632,-3.5799999999999995e-10,-3.4075550941914377e-10
950.0,175.0,275.0,370.0,50.0,0.636,1.22e-10,1.2666015491829606e-10
